geoAreaName,type_of_product_desc,country+type,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,M2000,M2001,M2002,M2003,M2004,M2005,M2006,M2007,M2008,M2009,M2010,M2011,M2012,M2013,M2014,M2015,M2016,M2017,G2000,G2001,G2002,G2003,G2004,G2005,G2006,G2007,G2008,G2009,G2010,G2011,G2012,G2013,G2014,G2015,G2016,G2017
Brazil,Total or no breakdown,BrazilTotal or no breakdown,1.24245,1.25718,1.24573,1.29327,1.25492,1.23423,1.28893,1.33666,1.38967,1.39029,1.39747,1.41545,1.38097,1.37674,1.36544,1.46597,1.56707,1.59981,10.96949,11.08943,11.13027,11.5382,11.68191,11.71897,12.58218,13.69421,14.81114,14.65354,15.68516,16.36121,16.11732,16.39962,16.20262,16.59772,16.98847,17.3775,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Biomass,BrazilBiomass,0.81303,0.84268,0.84485,0.91664,0.88334,0.86233,0.89614,0.93676,0.98223,0.99089,0.96525,0.95674,0.94135,0.96141,0.9435,1.01613,1.09008,1.11657,7.1782,7.43316,7.54852,8.17803,8.22293,8.18774,8.74788,9.59714,10.46867,10.44389,10.83399,11.05899,10.98653,11.45227,11.19581,11.50464,11.81748,12.12847,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Coal,BrazilCoal,0.01399,0.01293,0.01257,0.01276,0.01252,0.01222,0.01126,0.01144,0.01158,0.00916,0.01047,0.01114,0.01052,0.01181,0.01239,0.01211,0.01283,0.013,0.12352,0.11405,0.11235,0.11386,0.11656,0.11606,0.10992,0.11725,0.1234,0.09653,0.11751,0.12876,0.12278,0.14062,0.147,0.1371,0.13914,0.14117,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Crop residues,BrazilCrop residues,0.23624,0.2631,0.25745,0.29549,0.28162,0.26675,0.28232,0.30669,0.33321,0.33359,0.3289,0.32857,0.32787,0.34619,0.34075,0.3693,0.39829,0.41,2.08575,2.32077,2.30021,2.6363,2.62152,2.53281,2.75594,3.1421,3.55135,3.51597,3.69156,3.79792,3.82659,4.12381,4.04336,4.18117,4.31787,4.45354,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Crops,BrazilCrops,0.30518,0.30959,0.31394,0.34127,0.32909,0.31989,0.33977,0.36412,0.40094,0.41085,0.3984,0.39625,0.37884,0.38954,0.37682,0.40831,0.44028,0.45314,2.69438,2.73084,2.80499,3.0447,3.0635,3.03736,3.31671,3.73043,4.27328,4.33034,4.47168,4.58029,4.42141,4.64023,4.47142,4.62283,4.77302,4.92209,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Ferrous ores,BrazilFerrous ores,0.02582,0.0207,0.01968,0.02544,0.018,0.02061,0.03073,0.03537,0.02721,0.02719,0.02561,0.05216,0.02799,,,,,,0.22797,0.18255,0.17581,0.22697,0.16758,0.19573,0.29996,0.36232,0.29001,0.28657,0.28739,0.60297,0.32667,0,0,0,0,0,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Fossil fuels,BrazilFossil fuels,0.07769,0.07548,0.07377,0.07137,0.07147,0.0707,0.06842,0.06811,0.06907,0.06481,0.06805,0.06929,0.07092,0.07439,0.07814,0.08418,0.08951,0.09093,0.68594,0.66578,0.65911,0.63671,0.66533,0.6713,0.66786,0.6978,0.73613,0.68313,0.76382,0.80095,0.82773,0.88608,0.9272,0.95306,0.97041,0.98774,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Natural gas,BrazilNatural gas,0.0043,0.00539,0.00649,0.00661,0.00772,0.00797,0.00802,0.00768,0.00872,0.00699,0.00881,0.00841,0.00983,0.01125,0.01234,0.01303,0.01416,0.01467,0.03798,0.04752,0.05801,0.05897,0.07188,0.07563,0.07833,0.0787,0.09291,0.07368,0.09892,0.09726,0.11468,0.13395,0.14645,0.14754,0.15348,0.15937,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Grazed biomass and fodder crops,BrazilGrazed biomass and fodder crops,0.17897,0.18386,0.18722,0.18785,0.19085,0.20297,0.20462,0.19866,0.18582,0.18556,0.17858,0.16967,0.1696,0.16511,0.16479,0.17519,0.18555,0.18779,1.58014,1.62178,1.67272,1.67598,1.77658,1.92724,1.99743,2.03525,1.98052,1.9558,2.00436,1.96126,1.97939,1.96675,1.95543,1.98346,2.01158,2.03979,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Metal ores,BrazilMetal ores,0.05358,0.0466,0.04432,0.05137,0.04856,0.05283,0.06334,0.0713,0.06476,0.06122,0.05937,0.08594,0.06418,0.0385,0.03703,0.04019,0.0434,0.04473,0.47306,0.41107,0.39595,0.45835,0.45206,0.50161,0.61835,0.73048,0.69023,0.64529,0.66635,0.99343,0.74904,0.45861,0.43941,0.45503,0.47052,0.48589,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Non-ferrous ores,BrazilNon-ferrous ores,0.02776,0.02591,0.02464,0.02594,0.03056,0.03222,0.03262,0.03593,0.03755,0.03403,0.03376,0.03378,0.03619,0.0385,0.03703,0.04019,0.0434,0.04473,0.24509,0.22852,0.22014,0.23139,0.28447,0.30588,0.31839,0.36816,0.40022,0.35872,0.37896,0.39046,0.42237,0.45861,0.43941,0.45503,0.47052,0.48589,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Non-metallic minerals - industrial or agricultural dominant,BrazilNon-metallic minerals - industrial or agricultural dominant,0.01624,0.01569,0.01623,0.01779,0.01961,0.0165,0.01674,0.01743,0.01627,0.01138,0.01334,0.01468,0.01479,0.01548,0.01535,0.01632,0.0173,0.01751,0.14342,0.13839,0.14497,0.15869,0.18258,0.15663,0.1634,0.17862,0.17341,0.11992,0.14971,0.16966,0.1726,0.18439,0.18209,0.1848,0.18752,0.19024,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Non-metallic minerals - construction dominant,BrazilNon-metallic minerals - construction dominant,0.2819,0.27673,0.26657,0.2361,0.23193,0.23188,0.24429,0.24306,0.25734,0.26198,0.29146,0.28879,0.28973,0.28696,0.29142,0.30915,0.32677,0.33006,2.48887,2.44102,2.38172,2.10643,2.15902,2.20168,2.38469,2.49017,2.74271,2.76131,3.27129,3.33818,3.38142,3.41828,3.45811,3.50018,3.54254,3.58516,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Non-metallic minerals,BrazilNon-metallic minerals,0.29814,0.29242,0.28279,0.25389,0.25154,0.24838,0.26103,0.26049,0.27361,0.27336,0.30479,0.30347,0.30452,0.30244,0.30677,0.32547,0.34407,0.34757,2.63229,2.57941,2.52669,2.26512,2.3416,2.35831,2.54809,2.66879,2.91611,2.88123,3.421,3.50783,3.55402,3.60266,3.6402,3.68498,3.73006,3.7754,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Petroleum,BrazilPetroleum,0.0594,0.05716,0.0547,0.05199,0.05123,0.05051,0.04913,0.04898,0.04877,0.04866,0.04877,0.04974,0.05058,0.05134,0.05341,0.05904,0.06252,0.06326,0.52444,0.50422,0.48875,0.46388,0.47689,0.4796,0.4796,0.50185,0.51982,0.51292,0.5474,0.57493,0.59027,0.61151,0.63374,0.66842,0.67779,0.6872,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Wild catch and harvest,BrazilWild catch and harvest,0.00052,0.00053,0.00051,0.00047,0.00047,0.00046,0.00048,0.00048,0.00047,0.0005,0.00047,0.00047,0.00049,0.00048,0.00048,0.00051,0.00054,0.00055,0.00463,0.0047,0.00454,0.00423,0.0044,0.00437,0.0047,0.0049,0.005,0.0053,0.00527,0.00543,0.00572,0.00569,0.00565,0.00575,0.00584,0.00594,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
Brazil,Wood,BrazilWood,0.09212,0.0856,0.08574,0.09155,0.08131,0.07224,0.06895,0.06681,0.06179,0.06039,0.0589,0.06178,0.06456,0.06009,0.06067,0.06284,0.06541,0.0651,0.81331,0.75507,0.76606,0.81683,0.75693,0.68596,0.6731,0.68445,0.65852,0.63649,0.66111,0.7141,0.75342,0.71579,0.71994,0.71143,0.70916,0.70711,2.83,-0.06,1.32,-0.12,4.37,2.03,2.83,4.97,4.05,-1.08,6.52,3.03,1.01,2.11,-0.35,-4.35,-4.07,0.51
British Virgin Islands,Total or no breakdown,British Virgin IslandsTotal or no breakdown,0.02018,0.02015,0.02169,0.03253,0.03446,0.02584,0.02602,0.02744,0.02117,0.019,0.02164,0.02383,0.02428,0.02367,0.02341,0.02339,0.02357,0.02371,0.8651,0.88768,0.88053,1.1663,1.2195,1.02708,0.99047,0.99985,0.73871,0.63029,0.69636,0.74331,0.70745,0.71323,0.7015,0.69054,0.68579,0.68149,7.03,2.77,-5.43,-14.75,0.66,10.51,-4.95,-4.97,-5.38,-4.68,-2.81,-4.66,-1.86,2.79,1.2,0.19,6.55,-0.02
British Virgin Islands,Biomass,British Virgin IslandsBiomass,0.02018,0.02015,0.02169,0.03254,0.03446,0.02584,0.02602,0.02744,0.02117,0.019,0.02164,0.02383,0.02428,0.02367,0.02341,0.02339,0.02357,0.02371,0.8651,0.88769,0.88053,1.16632,1.21951,1.02706,0.99046,0.99984,0.73871,0.63028,0.69637,0.74331,0.70746,0.71324,0.7015,0.69053,0.68579,0.6815,7.03,2.77,-5.43,-14.75,0.66,10.51,-4.95,-4.97,-5.38,-4.68,-2.81,-4.66,-1.86,2.79,1.2,0.19,6.55,-0.02
British Virgin Islands,Crop residues,British Virgin IslandsCrop residues,8.00E-05,9.00E-05,0.00012,0.00013,0.00013,0.0001,0.00011,0.0001,0.0001,9.00E-05,0.00011,0.00011,0.00012,0.00011,0.00011,0.00011,0.00011,0.00011,0.00349,0.00389,0.00474,0.00473,0.0047,0.00397,0.00402,0.0038,0.00336,0.0031,0.00345,0.00358,0.00351,0.00344,0.00338,0.00335,0.00333,0.00327,7.03,2.77,-5.43,-14.75,0.66,10.51,-4.95,-4.97,-5.38,-4.68,-2.81,-4.66,-1.86,2.79,1.2,0.19,6.55,-0.02
British Virgin Islands,Crops,British Virgin IslandsCrops,0.00167,0.00162,0.00169,0.00812,0.01217,0.00648,0.00658,0.00683,0.00126,0.00104,0.00065,0.00071,0.00075,0.00073,0.00073,0.00074,0.00075,0.00075,0.07164,0.07143,0.06847,0.29095,0.43073,0.25751,0.25058,0.24876,0.04394,0.03441,0.02094,0.02222,0.02192,0.02196,0.02187,0.02182,0.02175,0.0217,7.03,2.77,-5.43,-14.75,0.66,10.51,-4.95,-4.97,-5.38,-4.68,-2.81,-4.66,-1.86,2.79,1.2,0.19,6.55,-0.02
British Virgin Islands,Grazed biomass and fodder crops,British Virgin IslandsGrazed biomass and fodder crops,0.01419,0.01352,0.01437,0.01597,0.01579,0.01367,0.01365,0.01481,0.0141,0.01436,0.01437,0.01447,0.01534,0.01456,0.01437,0.01435,0.01431,0.01425,0.60828,0.59559,0.58331,0.57245,0.55872,0.54359,0.51935,0.53953,0.49188,0.4762,0.46261,0.45138,0.44698,0.43857,0.43068,0.4236,0.41642,0.4097,7.03,2.77,-5.43,-14.75,0.66,10.51,-4.95,-4.97,-5.38,-4.68,-2.81,-4.66,-1.86,2.79,1.2,0.19,6.55,-0.02
British Virgin Islands,Wild catch and harvest,British Virgin IslandsWild catch and harvest,5.00E-05,0.0009,0.00121,0.00351,0.00158,0.00141,0.00144,0.00139,0.00135,0.00137,0.00137,0.00138,0.00144,0.00137,0.00136,0.00137,0.00138,0.00139,0.00208,0.0397,0.04933,0.12595,0.05599,0.0559,0.05472,0.05058,0.04695,0.04541,0.04412,0.04301,0.04195,0.0414,0.04073,0.04051,0.04028,0.04007,7.03,2.77,-5.43,-14.75,0.66,10.51,-4.95,-4.97,-5.38,-4.68,-2.81,-4.66,-1.86,2.79,1.2,0.19,6.55,-0.02
British Virgin Islands,Wood,British Virgin IslandsWood,0.00419,0.00402,0.0043,0.0048,0.00479,0.00418,0.00425,0.00431,0.00437,0.00215,0.00513,0.00715,0.00663,0.0069,0.00684,0.00682,0.00701,0.00719,0.17961,0.17709,0.17469,0.17223,0.16938,0.16613,0.16181,0.15721,0.15259,0.0712,0.16526,0.22311,0.19306,0.20784,0.20481,0.20124,0.20401,0.20673,7.03,2.77,-5.43,-14.75,0.66,10.51,-4.95,-4.97,-5.38,-4.68,-2.81,-4.66,-1.86,2.79,1.2,0.19,6.55,-0.02
Brunei Darussalam,Total or no breakdown,Brunei DarussalamTotal or no breakdown,0.485,0.4743,0.45717,0.43743,0.51929,0.39696,0.4291,0.38628,0.4722,0.46508,0.50435,0.57035,0.59236,0.61688,0.68078,0.72391,0.74053,0.72943,17.42255,17.1518,16.83834,16.27327,19.08449,14.41951,16.04831,14.291,16.93312,16.19021,17.78722,20.58445,21.26459,21.3554,22.64229,23.64725,23.27532,22.93296,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Biomass,Brunei DarussalamBiomass,0.02097,0.02313,0.02069,0.02376,0.02047,0.02113,0.01841,0.01733,0.0166,0.01695,0.01769,0.01583,0.01872,0.01857,0.01914,0.0192,0.0195,0.01906,0.75324,0.83628,0.76202,0.88407,0.75246,0.76748,0.68842,0.64121,0.59521,0.59017,0.62385,0.57126,0.67187,0.64289,0.63652,0.62724,0.61291,0.59918,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Crop residues,Brunei DarussalamCrop residues,0.00017,0.00016,0.00017,0.00019,0.00021,0.00025,0.00025,0.00026,0.00027,0.00029,0.00029,0.0003,0.0003,0.00032,0.00031,0.00033,0.00035,0.00036,0.00598,0.00582,0.00622,0.00708,0.00784,0.00921,0.00935,0.00974,0.00969,0.00996,0.01033,0.01067,0.01092,0.01099,0.01033,0.01065,0.01095,0.01126,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Crops,Brunei DarussalamCrops,0.01111,0.01227,0.01157,0.01138,0.01025,0.0104,0.00966,0.00856,0.009,0.00937,0.01018,0.00874,0.00956,0.01029,0.01047,0.01046,0.01068,0.01049,0.39925,0.44372,0.4262,0.42326,0.37663,0.37786,0.36131,0.31678,0.32274,0.32621,0.35904,0.31542,0.34333,0.35621,0.34821,0.34181,0.33573,0.32994,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Ferrous ores,Brunei DarussalamFerrous ores,,0.00839,0.01214,0.00402,0.02182,,0.0057,,,,,,0.00892,0.01534,0.00699,0.00709,0.00733,0.00731,0,0.30334,0.44704,0.14955,0.80202,0,0.21318,0,0,0,0,0,0.32025,0.53108,0.23262,0.23151,0.23054,0.22967,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Fossil fuels,Brunei DarussalamFossil fuels,0.16176,0.16022,0.14548,0.16724,0.15446,0.14958,0.19294,0.19952,0.23237,0.20985,0.19608,0.2426,0.23337,0.1881,0.22941,0.27678,0.28836,0.28908,5.81071,5.79397,5.35829,6.22152,5.67644,5.43335,7.21585,7.38145,8.33282,7.30526,6.9151,8.75576,8.37741,6.5117,7.63003,9.0411,9.0635,9.08854,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Natural gas,Brunei DarussalamNatural gas,0.11723,0.10477,0.09492,0.11399,0.1123,0.10517,0.14441,0.14544,0.16266,0.14271,0.15376,0.17713,0.17288,0.13847,0.16996,0.19339,0.20524,0.20939,4.21127,3.78878,3.4959,4.2407,4.12716,3.82035,5.40086,5.38072,5.83316,4.96793,5.4228,6.3929,6.20604,4.79375,5.65288,6.31732,6.45089,6.58329,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Grazed biomass and fodder crops,Brunei DarussalamGrazed biomass and fodder crops,0.00097,0.00117,0.00117,0.00115,0.00097,0.001,0.00065,0.00088,0.00113,0.00094,0.00108,0.00083,0.00087,0.00089,0.00092,0.00091,0.00093,0.00092,0.03476,0.04242,0.04312,0.04265,0.03564,0.03618,0.02449,0.03251,0.04069,0.03259,0.03825,0.0298,0.03133,0.03065,0.03048,0.02989,0.02932,0.02878,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Metal ores,Brunei DarussalamMetal ores,,0.00839,0.01214,0.00402,0.022,,0.00604,,,,,,0.00921,0.01597,0.00782,0.00793,0.0082,0.00817,0,0.30334,0.44704,0.14955,0.80851,0,0.22599,0,0,0,0,0,0.33076,0.55269,0.26013,0.25892,0.25786,0.25692,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Non-ferrous ores,Brunei DarussalamNon-ferrous ores,,,,,0.00018,,0.00034,,,,,,0.00029,0.00062,0.00083,0.00084,0.00087,0.00087,0,0,0,0,0.00649,0,0.01281,0,0,0,0,0,0.01051,0.02161,0.02751,0.02741,0.02732,0.02724,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Non-metallic minerals - industrial or agricultural dominant,Brunei DarussalamNon-metallic minerals - industrial or agricultural dominant,,0.00086,0.00081,0.00057,0.0609,,0.00097,,,,,,0.00298,0.00101,0.00116,0.00065,0.00015,,0,0.0311,0.02968,0.02103,2.23826,0,0.03616,0,0,0,0,0,0.10715,0.03487,0.03855,0.02138,0.00468,0,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Non-metallic minerals - construction dominant,Brunei DarussalamNon-metallic minerals - construction dominant,0.30228,0.2817,0.27806,0.24185,0.26146,0.22626,0.21074,0.16943,0.22323,0.23827,0.29059,0.31192,0.32808,0.39324,0.42325,0.41936,0.42431,0.41312,10.8586,10.18711,10.24131,8.99709,9.60882,8.21868,7.88189,6.26835,8.00509,8.29478,10.24827,11.25743,11.7774,13.61325,14.07707,13.69861,13.33637,12.98833,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Non-metallic minerals,Brunei DarussalamNon-metallic minerals,0.30228,0.28256,0.27886,0.24241,0.32236,0.22626,0.21171,0.16943,0.22323,0.23827,0.29059,0.31192,0.33106,0.39424,0.42441,0.42001,0.42446,0.41312,10.8586,10.21821,10.27099,9.01813,11.84708,8.21868,7.91805,6.26835,8.00509,8.29478,10.24827,11.25743,11.88455,13.64812,14.11562,13.71998,13.34105,12.98833,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Petroleum,Brunei DarussalamPetroleum,0.04452,0.05545,0.05056,0.05325,0.04216,0.04441,0.04853,0.05408,0.06971,0.06714,0.04231,0.06547,0.06049,0.04963,0.05945,0.08338,0.08312,0.07968,1.59944,2.00519,1.86239,1.98082,1.54928,1.613,1.81499,2.00073,2.49966,2.33733,1.4923,2.36287,2.17137,1.71795,1.97715,2.72379,2.61261,2.50526,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Wild catch and harvest,Brunei DarussalamWild catch and harvest,0.00072,0.00079,0.00066,0.00067,0.00078,0.00071,0.00067,0.00062,0.00064,0.00057,0.00067,0.00066,0.00092,0.00109,0.00114,0.00117,0.00123,0.00124,0.026,0.0285,0.02436,0.0249,0.0288,0.02594,0.02495,0.02294,0.02279,0.01974,0.02371,0.02384,0.03297,0.03767,0.038,0.03833,0.03867,0.03901,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Brunei Darussalam,Wood,Brunei DarussalamWood,0.008,0.00873,0.00712,0.01038,0.00826,0.00876,0.00717,0.00701,0.00556,0.00579,0.00546,0.00531,0.00706,0.00599,0.0063,0.00632,0.00631,0.00605,0.28724,0.31581,0.26212,0.38617,0.30355,0.31828,0.26833,0.25925,0.19929,0.20166,0.19252,0.19153,0.25332,0.20737,0.2095,0.20657,0.19824,0.19019,0.71,0.67,1.85,1.01,-1.21,-1.17,2.95,-1.1,-3.09,-2.91,1.35,2.42,-0.43,-3.44,-3.78,-1.63,-3.61,0.21
Bulgaria,Total or no breakdown,BulgariaTotal or no breakdown,2.98996,3.01783,2.69384,2.39032,2.50201,2.43974,2.642,2.4562,2.68793,2.24883,2.21666,2.4865,2.36947,2.31073,2.39965,2.44774,2.39948,2.35432,12.08107,12.7607,12.16595,11.44232,12.84751,13.52407,15.77273,15.86115,18.54154,15.06524,15.15086,17.43459,16.7233,16.48911,17.54447,18.63274,19.1066,19.59041,5.69,4.7,6.82,5.99,7.26,7.96,7.59,7.32,6.83,-2.77,1.23,2.99,0.97,0.92,2.52,4.65,4.51,4.23
Bulgaria,Biomass,BulgariaBiomass,0.67261,0.71083,0.62582,0.48108,0.61941,0.45386,0.46098,0.32447,0.47982,0.40501,0.45246,0.46017,0.41481,0.46777,0.47526,0.46842,0.455,0.44246,2.71773,3.00571,2.82635,2.30288,3.18058,2.51586,2.75204,2.09528,3.30981,2.7132,3.09259,3.22657,2.92765,3.33795,3.47476,3.56571,3.62305,3.68176,5.69,4.7,6.82,5.99,7.26,7.96,7.59,7.32,6.83,-2.77,1.23,2.99,0.97,0.92,2.52,4.65,4.51,4.23
Bulgaria,Coal,BulgariaCoal,0.92473,0.91427,0.84411,0.84255,0.78638,0.67795,0.65346,0.68692,0.6619,0.60111,0.63523,0.78246,0.69369,0.5816,0.61887,0.68319,0.66443,0.64689,3.73641,3.86594,3.81219,4.03325,4.03796,3.75805,3.90114,4.43587,4.56584,4.02694,4.34177,5.48638,4.89591,4.15021,4.52469,5.20063,5.29076,5.38283,5.69,4.7,6.82,5.99,7.26,7.96,7.59,7.32,6.83,-2.77,1.23,2.99,0.97,0.92,2.52,4.65,4.51,4.23
Bulgaria,Crop residues,BulgariaCrop residues,0.17815,0.23045,0.24928,0.14893,0.25869,0.1901,0.17607,0.09143,0.19249,0.18181,0.21577,0.21842,0.19601,0.26046,0.27126,0.27063,0.26854,0.26653,0.71984,0.97445,1.12578,0.71293,1.32836,1.05375,1.05115,0.5904,1.32778,1.21796,1.47479,1.53151,1.38341,1.85864,1.98326,2.06012,2.1383,2.21781,5.69,4.7,6.82,5.99,7.26,7.96,7.59,7.32,6.83,-2.77,1.23,2.99,0.97,0.92,2.52,4.65,4.51,4.23
Bulgaria,Crops,BulgariaCrops,0.22354,0.26188,0.23083,0.18634,0.25361,0.1475,0.14759,0.10522,0.15073,0.10834,0.12558,0.11986,0.10301,0.10023,0.09921,0.09333,0.08734,0.08178,0.90321,1.10735,1.04248,0.89198,1.30225,0.81763,0.88112,0.67949,1.03973,0.72577,0.85835,0.84041,0.72705,0.71526,0.72536,0.71045,0.69547,0.6805,5.69,4.7,6.82,5.99,7.26,7.96,7.59,7.32,6.83,-2.77,1.23,2.99,0.97,0.92,2.52,4.65,4.51,4.23
Bulgaria,Ferrous ores,BulgariaFerrous ores,0.03501,0.01042,0.01841,0.03371,0.02425,0.0214,0.03319,0.03546,0.01896,,,,,0.00574,0.01212,0.01106,0.01002,0.00904,0.14145,0.04408,0.08314,0.16139,0.1245,0.11863,0.19814,0.22897,0.13077,0,0,0,0,0.04098,0.08863,0.08421,0.07975,0.07525,5.69,4.7,6.82,5.99,7.26,7.96,7.59,7.32,6.83,-2.77,1.23,2.99,0.97,0.92,2.52,4.65,4.51,4.23
Bulgaria,Fossil fuels,BulgariaFossil fuels,1.12472,1.11211,1.03124,1.02175,0.95467,0.85762,0.82304,0.84273,0.80643,0.7306,0.75517,0.89969,0.81016,0.69818,0.73552,0.79534,0.77132,0.74889,4.5445,4.7025,4.6573,4.89104,4.90211,4.75398,4.91354,5.44204,5.56284,4.89442,5.1616,6.30838,5.718,4.98213,5.3776,6.05428,6.1419,6.23155,5.69,4.7,6.82,5.99,7.26,7.96,7.59,7.32,6.83,-2.77,1.23,2.99,0.97,0.92,2.52,4.65,4.51,4.23
Bulgaria,Natural gas,BulgariaNatural gas,0.07287,0.07009,0.06051,0.05421,0.057,0.0569,0.05588,0.05222,0.04881,0.0367,0.03698,0.04323,0.03886,0.04048,0.03852,0.03725,0.03545,0.03377,0.29445,0.29638,0.27329,0.25949,0.29268,0.3154,0.33358,0.33721,0.33671,0.24584,0.25275,0.30312,0.27424,0.28886,0.28161,0.28355,0.28227,0.281,5.69,4.7,6.82,5.99,7.26,7.96,7.59,7.32,6.83,-2.77,1.23,2.99,0.97,0.92,2.52,4.65,4.51,4.23
